item_purchased,category,purchase_amount_usd,location,size,color,season,discount_applied,promo_code_used,payment_method,created_at,updated_at
Jacket,Outerwear,67,Tennessee,M,Silver,Summer,Yes,Yes,Bank Transfer,2025-03-08 05:20:44,2025-03-08 05:20:44
Jeans,Clothing,35,Tennessee,M,Violet,Spring,No,No,Debit Card,2025-02-06 07:08:45,2025-02-06 07:08:45
Sweater,Clothing,20,Tennessee,M,Orange,Spring,Yes,Yes,Debit Card,2025-04-02 09:22:38,2025-04-02 09:22:38
Skirt,Clothing,62,Tennessee,M,Beige,Spring,No,No,Credit Card,2025-04-26 04:13:43,2025-04-26 04:13:43
Boots,Footwear,29,Tennessee,M,Olive,Fall,Yes,Yes,Bank Transfer,2025-04-11 22:07:40,2025-04-11 22:07:40
Shoes,Footwear,70,Tennessee,XL,Cyan,Summer,No,No,Credit Card,2025-03-06 10:43:33,2025-03-06 10:43:33
Sunglasses,Accessories,52,Tennessee,M,Silver,Winter,Yes,Yes,PayPal,2025-03-23 22:39:45,2025-03-23 22:39:45
Pants,Clothing,28,Tennessee,M,Orange,Winter,No,No,Bank Transfer,2025-02-26 17:56:47,2025-02-26 17:56:47
T-shirt,Clothing,20,Tennessee,M,Black,Spring,No,No,Venmo,2025-03-20 01:17:40,2025-03-20 01:17:40
Socks,Clothing,82,Tennessee,L,Lavender,Fall,No,No,Credit Card,2025-02-26 10:26:47,2025-02-26 10:26:47
Sneakers,Footwear,95,Tennessee,L,Green,Winter,No,No,Cash,2025-04-06 19:13:13,2025-04-06 19:13:13
Handbag,Accessories,95,Tennessee,XL,Brown,Winter,No,No,Venmo,2025-02-22 17:05:43,2025-02-22 17:05:43
Backpack,Accessories,99,Tennessee,S,Blue,Fall,No,No,Credit Card,2025-04-27 02:29:50,2025-04-27 02:29:50
Pants,Clothing,49,Tennessee,M,White,Summer,No,No,Bank Transfer,2025-03-30 22:19:28,2025-03-30 22:19:28
Boots,Footwear,47,Tennessee,M,Orange,Summer,No,No,Venmo,2025-02-05 13:40:06,2025-02-05 13:40:06
Dress,Clothing,81,Tennessee,M,Gold,Winter,No,No,Bank Transfer,2025-01-31 08:26:47,2025-01-31 08:26:47
Jewelry,Accessories,100,Tennessee,M,Olive,Winter,Yes,Yes,Credit Card,2025-04-30 01:48:00,2025-04-30 01:48:00
Sneakers,Footwear,20,Tennessee,M,Lavender,Summer,No,No,Bank Transfer,2025-02-19 05:14:55,2025-02-19 05:14:55
T-shirt,Clothing,91,Tennessee,L,Orange,Fall,Yes,Yes,Bank Transfer,2025-02-27 12:00:00,2025-02-27 12:00:00
Blouse,Clothing,36,Tennessee,M,Maroon,Winter,No,No,Credit Card,2025-02-18 03:08:35,2025-02-18 03:08:35
Skirt,Clothing,58,Tennessee,M,Black,Summer,No,No,Bank Transfer,2025-04-23 20:56:56,2025-04-23 20:56:56
Handbag,Accessories,46,Tennessee,L,Lavender,Fall,No,No,Bank Transfer,2025-03-30 00:52:22,2025-03-30 00:52:22
Jacket,Outerwear,84,Tennessee,L,Lavender,Winter,No,No,Cash,2025-03-16 18:08:50,2025-03-16 18:08:50
Boots,Footwear,21,Tennessee,L,Beige,Summer,Yes,Yes,Venmo,2025-03-21 13:08:43,2025-03-21 13:08:43
Blouse,Clothing,37,Tennessee,L,Yellow,Spring,Yes,Yes,Venmo,2025-02-27 23:27:52,2025-02-27 23:27:52
Sandals,Footwear,22,Tennessee,M,Violet,Fall,No,No,Bank Transfer,2025-03-26 15:10:51,2025-03-26 15:10:51
Backpack,Accessories,31,Tennessee,M,Brown,Summer,No,No,PayPal,2025-03-09 03:05:39,2025-03-09 03:05:39
Shirt,Clothing,77,Tennessee,M,Beige,Spring,No,No,Cash,2025-02-17 07:18:38,2025-02-17 07:18:38
Scarf,Accessories,72,Tennessee,XL,White,Winter,Yes,Yes,Credit Card,2025-03-30 10:47:15,2025-03-30 10:47:15
Jeans,Clothing,94,Tennessee,L,Lavender,Winter,No,No,Debit Card,2025-03-05 00:17:56,2025-03-05 00:17:56
Sandals,Footwear,29,Tennessee,M,Brown,Fall,No,No,Debit Card,2025-04-11 00:08:07,2025-04-11 00:08:07
Gloves,Accessories,65,Tennessee,M,Red,Spring,No,No,Venmo,2025-03-08 18:00:53,2025-03-08 18:00:53
Coat,Outerwear,56,Tennessee,M,Peach,Winter,Yes,Yes,PayPal,2025-03-17 02:32:06,2025-03-17 02:32:06
Jewelry,Accessories,72,Tennessee,S,Brown,Winter,No,No,Credit Card,2025-04-11 05:19:02,2025-04-11 05:19:02
Handbag,Accessories,73,Tennessee,M,Lavender,Summer,No,No,Debit Card,2025-03-11 16:08:45,2025-03-11 16:08:45
Sweater,Clothing,38,Tennessee,L,Gold,Fall,No,No,Bank Transfer,2025-04-27 07:14:55,2025-04-27 07:14:55
Jewelry,Accessories,53,Tennessee,M,Yellow,Spring,No,No,Bank Transfer,2025-04-11 17:19:33,2025-04-11 17:19:33
Scarf,Accessories,33,Tennessee,M,Black,Winter,Yes,Yes,Credit Card,2025-04-14 17:26:25,2025-04-14 17:26:25
Handbag,Accessories,61,Tennessee,XL,Charcoal,Spring,Yes,Yes,Cash,2025-04-26 04:41:29,2025-04-26 04:41:29
T-shirt,Clothing,76,Tennessee,M,Olive,Fall,No,No,Cash,2025-03-06 08:42:20,2025-03-06 08:42:20
Jacket,Outerwear,45,Tennessee,L,Orange,Spring,No,No,Cash,2025-03-23 13:34:13,2025-03-23 13:34:13
Skirt,Clothing,79,Tennessee,M,Lavender,Winter,No,No,Venmo,2025-04-02 18:38:30,2025-04-02 18:38:30
Handbag,Accessories,79,Tennessee,M,Orange,Winter,No,No,Credit Card,2025-03-31 23:10:26,2025-03-31 23:10:26
Jacket,Outerwear,36,Tennessee,L,Teal,Fall,No,No,PayPal,2025-04-26 02:34:03,2025-04-26 02:34:03
Jeans,Clothing,91,Tennessee,S,Maroon,Winter,No,No,Bank Transfer,2025-02-25 07:43:18,2025-02-25 07:43:18
Backpack,Accessories,83,Tennessee,M,Magenta,Summer,No,No,Cash,2025-02-25 14:13:36,2025-02-25 14:13:36
Hoodie,Clothing,53,Tennessee,M,Red,Summer,No,No,Venmo,2025-04-22 23:08:55,2025-04-22 23:08:55
Sweater,Clothing,91,Tennessee,M,Maroon,Spring,No,No,Cash,2025-04-12 06:52:41,2025-04-12 06:52:41
Sandals,Footwear,31,Tennessee,M,Beige,Winter,No,No,PayPal,2025-02-17 16:13:26,2025-02-17 16:13:26
Boots,Footwear,79,Tennessee,M,Cyan,Spring,Yes,Yes,Venmo,2025-03-22 15:54:30,2025-03-22 15:54:30
Jacket,Outerwear,64,Tennessee,L,Cyan,Summer,No,No,Bank Transfer,2025-04-07 11:16:52,2025-04-07 11:16:52
Sweater,Clothing,32,Tennessee,M,Teal,Summer,Yes,Yes,PayPal,2025-03-03 03:22:58,2025-03-03 03:22:58
Dress,Clothing,43,Tennessee,M,Silver,Winter,No,No,Debit Card,2025-03-10 11:00:30,2025-03-10 11:00:30
T-shirt,Clothing,38,Tennessee,XL,Turquoise,Winter,No,No,Bank Transfer,2025-03-23 03:27:30,2025-03-23 03:27:30
Sneakers,Footwear,43,Tennessee,S,Cyan,Winter,No,No,Credit Card,2025-03-13 09:39:52,2025-03-13 09:39:52
Shorts,Clothing,21,Tennessee,M,Brown,Winter,No,No,Venmo,2025-04-08 02:59:44,2025-04-08 02:59:44
Dress,Clothing,37,Tennessee,M,Lavender,Spring,Yes,Yes,Venmo,2025-01-30 21:59:56,2025-01-30 21:59:56
Backpack,Accessories,26,Tennessee,M,Black,Summer,Yes,Yes,Bank Transfer,2025-03-10 11:32:55,2025-03-10 11:32:55
Sweater,Clothing,36,Tennessee,L,Violet,Summer,Yes,Yes,PayPal,2025-03-01 18:00:55,2025-03-01 18:00:55
Shirt,Clothing,87,Tennessee,M,Teal,Fall,Yes,Yes,Credit Card,2025-03-26 04:21:44,2025-03-26 04:21:44
Jewelry,Accessories,31,Tennessee,S,Black,Summer,Yes,Yes,Credit Card,2025-04-10 04:28:17,2025-04-10 04:28:17
Boots,Footwear,80,Tennessee,S,Teal,Spring,No,No,Credit Card,2025-02-06 05:34:28,2025-02-06 05:34:28
Sneakers,Footwear,52,Tennessee,L,Indigo,Fall,No,No,Debit Card,2025-02-13 14:25:41,2025-02-13 14:25:41
Jewelry,Accessories,20,Tennessee,M,Red,Fall,No,No,PayPal,2025-03-31 05:05:18,2025-03-31 05:05:18
Sandals,Footwear,45,Tennessee,M,Silver,Fall,No,No,Bank Transfer,2025-04-06 19:23:17,2025-04-06 19:23:17
Belt,Accessories,45,Tennessee,M,Violet,Winter,No,No,Bank Transfer,2025-03-24 07:06:17,2025-03-24 07:06:17
Sweater,Clothing,39,Tennessee,M,White,Winter,No,No,Venmo,2025-04-28 19:02:58,2025-04-28 19:02:58
Shorts,Clothing,72,Tennessee,S,Gray,Fall,Yes,Yes,Venmo,2025-03-16 07:30:52,2025-03-16 07:30:52
T-shirt,Clothing,59,Tennessee,L,Olive,Fall,No,No,Debit Card,2025-02-11 15:25:56,2025-02-11 15:25:56
Skirt,Clothing,91,Tennessee,M,Maroon,Spring,Yes,Yes,Venmo,2025-04-02 02:52:46,2025-04-02 02:52:46
Jacket,Outerwear,52,Tennessee,S,Beige,Summer,No,No,Cash,2025-03-25 13:03:29,2025-03-25 13:03:29
Jacket,Outerwear,34,Tennessee,M,Purple,Summer,No,No,Debit Card,2025-03-24 11:53:49,2025-03-24 11:53:49
Sneakers,Footwear,27,Tennessee,L,Indigo,Summer,No,No,Cash,2025-03-20 11:40:30,2025-03-20 11:40:30
Coat,Outerwear,57,Tennessee,M,Magenta,Fall,No,No,PayPal,2025-04-24 20:41:05,2025-04-24 20:41:05
Dress,Clothing,77,Tennessee,M,Pink,Spring,Yes,Yes,PayPal,2025-02-11 00:01:33,2025-02-11 00:01:33
Shirt,Clothing,29,Tennessee,L,Silver,Summer,No,No,Debit Card,2025-02-05 23:12:36,2025-02-05 23:12:36
Coat,Outerwear,32,Tennessee,L,Black,Summer,Yes,Yes,PayPal,2025-02-13 05:54:58,2025-02-13 05:54:58
Pants,Clothing,74,Tennessee,M,Black,Winter,Yes,Yes,Cash,2025-02-21 10:06:39,2025-02-21 10:06:39
Scarf,Accessories,63,Tennessee,XL,Brown,Summer,Yes,Yes,Bank Transfer,2025-03-24 17:20:53,2025-03-24 17:20:53
Socks,Clothing,33,Tennessee,L,Blue,Summer,No,No,Credit Card,2025-03-26 11:24:11,2025-03-26 11:24:11
Jeans,Clothing,24,Tennessee,L,Turquoise,Winter,Yes,Yes,Credit Card,2025-02-20 07:21:52,2025-02-20 07:21:52
Shirt,Clothing,76,Tennessee,S,Beige,Winter,Yes,Yes,Debit Card,2025-03-15 09:24:54,2025-03-15 09:24:54
Shorts,Clothing,88,Tennessee,L,Yellow,Winter,Yes,Yes,Cash,2025-03-14 17:56:55,2025-03-14 17:56:55
Handbag,Accessories,78,Tennessee,M,Black,Summer,No,No,Bank Transfer,2025-03-12 03:26:36,2025-03-12 03:26:36
Jacket,Outerwear,45,Tennessee,M,Cyan,Fall,No,No,Debit Card,2025-04-12 16:01:53,2025-04-12 16:01:53
T-shirt,Clothing,37,Tennessee,S,Violet,Fall,Yes,Yes,Credit Card,2025-03-13 19:33:45,2025-03-13 19:33:45
Skirt,Clothing,43,Tennessee,L,Black,Fall,Yes,Yes,Bank Transfer,2025-04-08 14:29:17,2025-04-08 14:29:17
Handbag,Accessories,47,Tennessee,M,Blue,Summer,No,No,Credit Card,2025-02-14 08:36:35,2025-02-14 08:36:35
T-shirt,Clothing,82,Tennessee,M,Indigo,Fall,No,No,Cash,2025-03-19 05:41:40,2025-03-19 05:41:40
Sneakers,Footwear,22,Tennessee,M,Indigo,Winter,No,No,Bank Transfer,2025-04-14 12:25:09,2025-04-14 12:25:09
Hat,Accessories,41,Tennessee,S,Gold,Spring,No,No,Cash,2025-02-15 08:52:02,2025-02-15 08:52:02
Socks,Clothing,76,Tennessee,L,Pink,Summer,Yes,Yes,Debit Card,2025-03-13 04:56:39,2025-03-13 04:56:39
Socks,Clothing,29,Tennessee,M,Olive,Fall,Yes,Yes,Venmo,2025-03-26 04:10:46,2025-03-26 04:10:46
Dress,Clothing,40,Tennessee,M,Turquoise,Summer,Yes,Yes,Debit Card,2025-02-16 00:06:19,2025-02-16 00:06:19
Jacket,Outerwear,96,Tennessee,M,Olive,Winter,Yes,Yes,Bank Transfer,2025-04-08 11:02:02,2025-04-08 11:02:02
Gloves,Accessories,98,Tennessee,L,Magenta,Fall,Yes,Yes,Debit Card,2025-02-06 11:43:48,2025-02-06 11:43:48
Boots,Footwear,48,Tennessee,M,Magenta,Summer,Yes,Yes,Credit Card,2025-04-25 12:29:17,2025-04-25 12:29:17
Sweater,Clothing,26,Tennessee,M,Turquoise,Fall,No,No,Venmo,2025-03-13 12:04:02,2025-03-13 12:04:02
Shirt,Clothing,82,Tennessee,L,Green,Winter,Yes,Yes,PayPal,2025-03-01 14:52:01,2025-03-01 14:52:01
Sandals,Footwear,76,Tennessee,M,Pink,Spring,Yes,Yes,Bank Transfer,2025-02-09 21:21:48,2025-02-09 21:21:48
T-shirt,Clothing,64,Tennessee,L,Orange,Fall,No,No,Cash,2025-03-10 07:09:12,2025-03-10 07:09:12
Scarf,Accessories,68,Tennessee,XL,Lavender,Winter,No,No,PayPal,2025-03-30 17:41:38,2025-03-30 17:41:38
Sneakers,Footwear,82,Tennessee,M,Purple,Fall,No,No,Venmo,2025-02-07 21:10:30,2025-02-07 21:10:30
Hoodie,Clothing,31,Tennessee,M,Brown,Spring,No,No,Credit Card,2025-02-26 22:24:43,2025-02-26 22:24:43
Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,No,No,Venmo,2025-04-15 14:08:21,2025-04-15 14:08:21
Shoes,Footwear,96,Tennessee,L,Lavender,Fall,Yes,Yes,PayPal,2025-03-29 12:16:55,2025-03-29 12:16:55
Blouse,Clothing,30,Tennessee,XL,Gray,Fall,Yes,Yes,Credit Card,2025-02-17 22:44:11,2025-02-17 22:44:11
Dress,Clothing,100,Tennessee,L,Charcoal,Summer,No,No,PayPal,2025-02-13 20:34:53,2025-02-13 20:34:53
Hoodie,Clothing,40,Tennessee,M,Silver,Winter,No,No,PayPal,2025-04-21 17:57:37,2025-04-21 17:57:37
Jeans,Clothing,23,Tennessee,M,Beige,Summer,Yes,Yes,Debit Card,2025-02-25 04:51:13,2025-02-25 04:51:13
Shirt,Clothing,36,Tennessee,M,Green,Fall,No,No,Cash,2025-02-15 12:43:05,2025-02-15 12:43:05
Hoodie,Clothing,92,Tennessee,S,Violet,Spring,Yes,Yes,Cash,2025-04-30 08:05:58,2025-04-30 08:05:58
Shirt,Clothing,44,Tennessee,L,Lavender,Summer,No,No,PayPal,2025-02-27 04:43:20,2025-02-27 04:43:20
Jacket,Outerwear,26,Tennessee,L,Olive,Fall,Yes,Yes,PayPal,2025-02-10 14:29:28,2025-02-10 14:29:28
Sneakers,Footwear,97,Tennessee,S,Gray,Summer,No,No,PayPal,2025-03-12 22:06:42,2025-03-12 22:06:42
Shirt,Clothing,76,Tennessee,L,Violet,Fall,No,No,PayPal,2025-03-10 10:55:41,2025-03-10 10:55:41
Socks,Clothing,42,Tennessee,M,Maroon,Fall,No,No,Debit Card,2025-04-23 18:08:37,2025-04-23 18:08:37
Jacket,Outerwear,50,Tennessee,M,Blue,Fall,No,No,Venmo,2025-02-11 10:55:32,2025-02-11 10:55:32
Sandals,Footwear,48,Tennessee,L,Purple,Winter,Yes,Yes,PayPal,2025-02-07 13:56:26,2025-02-07 13:56:26
Handbag,Accessories,68,Tennessee,M,Purple,Fall,Yes,Yes,Debit Card,2025-02-07 17:55:05,2025-02-07 17:55:05
T-shirt,Clothing,41,Tennessee,S,Gray,Summer,Yes,Yes,Cash,2025-04-21 17:32:01,2025-04-21 17:32:01
Handbag,Accessories,93,Tennessee,L,Peach,Fall,Yes,Yes,Cash,2025-03-11 19:21:54,2025-03-11 19:21:54
Jacket,Outerwear,56,Tennessee,L,Magenta,Summer,No,No,Bank Transfer,2025-02-12 22:20:12,2025-02-12 22:20:12
Socks,Clothing,35,Tennessee,XL,Magenta,Fall,No,No,PayPal,2025-03-24 19:15:23,2025-03-24 19:15:23
Skirt,Clothing,29,Tennessee,L,Indigo,Summer,Yes,Yes,PayPal,2025-03-19 17:54:21,2025-03-19 17:54:21
Jacket,Outerwear,50,Tennessee,M,Turquoise,Summer,Yes,Yes,PayPal,2025-02-17 05:32:14,2025-02-17 05:32:14
Coat,Outerwear,100,Tennessee,S,Charcoal,Winter,No,No,Bank Transfer,2025-03-25 15:08:11,2025-03-25 15:08:11
Sneakers,Footwear,46,Tennessee,L,Pink,Spring,No,No,PayPal,2025-03-01 23:44:11,2025-03-01 23:44:11
Coat,Outerwear,59,Tennessee,M,Purple,Spring,No,No,Venmo,2025-02-20 19:49:10,2025-02-20 19:49:10
Shirt,Clothing,93,Tennessee,S,Brown,Fall,Yes,Yes,Credit Card,2025-03-17 07:07:55,2025-03-17 07:07:55
Hat,Accessories,43,Tennessee,L,Orange,Winter,Yes,Yes,PayPal,2025-02-25 14:50:52,2025-02-25 14:50:52
Gloves,Accessories,23,Tennessee,M,Yellow,Summer,Yes,Yes,Credit Card,2025-02-19 08:46:38,2025-02-19 08:46:38
Boots,Footwear,99,Tennessee,XL,Orange,Summer,No,No,Credit Card,2025-04-19 12:29:52,2025-04-19 12:29:52
Jacket,Outerwear,59,Tennessee,M,Peach,Fall,No,No,Cash,2025-02-13 09:28:07,2025-02-13 09:28:07
Gloves,Accessories,38,Tennessee,S,Brown,Summer,No,No,PayPal,2025-02-24 14:58:15,2025-02-24 14:58:15
Handbag,Accessories,90,Tennessee,M,Brown,Fall,No,No,PayPal,2025-03-06 02:50:59,2025-03-06 02:50:59
Blouse,Clothing,53,Tennessee,S,Violet,Spring,No,No,Credit Card,2025-02-23 23:57:44,2025-02-23 23:57:44
Boots,Footwear,89,Tennessee,L,Red,Winter,Yes,Yes,Debit Card,2025-02-18 08:06:05,2025-02-18 08:06:05
Jacket,Outerwear,67,Tennessee,L,Pink,Winter,No,No,Venmo,2025-04-09 18:04:53,2025-04-09 18:04:53
Sandals,Footwear,40,Tennessee,M,Orange,Spring,Yes,Yes,Cash,2025-02-28 23:31:23,2025-02-28 23:31:23
Sweater,Clothing,83,Tennessee,M,Peach,Fall,Yes,Yes,Credit Card,2025-02-09 12:05:33,2025-02-09 12:05:33
Shorts,Clothing,53,Tennessee,M,Teal,Spring,No,No,Credit Card,2025-03-20 00:58:11,2025-03-20 00:58:11
Belt,Accessories,90,Tennessee,M,Blue,Winter,Yes,Yes,Bank Transfer,2025-02-10 16:06:24,2025-02-10 16:06:24
Handbag,Accessories,60,Tennessee,S,Yellow,Winter,Yes,Yes,Credit Card,2025-03-03 13:03:43,2025-03-03 13:03:43
Sunglasses,Accessories,91,Tennessee,L,White,Spring,No,No,Venmo,2025-04-19 17:02:28,2025-04-19 17:02:28
Sweater,Clothing,43,Tennessee,L,Cyan,Winter,Yes,Yes,PayPal,2025-03-04 14:11:46,2025-03-04 14:11:46
Skirt,Clothing,98,Tennessee,M,Cyan,Summer,No,No,PayPal,2025-03-28 06:45:50,2025-03-28 06:45:50
Sunglasses,Accessories,26,Tennessee,L,Black,Fall,No,No,Bank Transfer,2025-03-17 16:15:13,2025-03-17 16:15:13
Backpack,Accessories,49,Tennessee,L,White,Spring,No,No,PayPal,2025-02-11 18:31:30,2025-02-11 18:31:30
Sweater,Clothing,40,Tennessee,M,Blue,Fall,No,No,Venmo,2025-03-29 18:31:06,2025-03-29 18:31:06
T-shirt,Clothing,64,Tennessee,M,Silver,Summer,No,No,Credit Card,2025-04-17 09:21:24,2025-04-17 09:21:24
Backpack,Accessories,30,Tennessee,M,Gray,Fall,No,No,Cash,2025-02-07 18:25:22,2025-02-07 18:25:22
Pants,Clothing,74,Tennessee,M,Gray,Fall,No,No,PayPal,2025-04-08 04:22:21,2025-04-08 04:22:21
Pants,Clothing,51,Tennessee,XL,Teal,Winter,No,No,Venmo,2025-04-02 11:20:36,2025-04-02 11:20:36
Hoodie,Clothing,73,Tennessee,L,Pink,Summer,No,No,Debit Card,2025-04-18 08:17:50,2025-04-18 08:17:50
Sneakers,Footwear,65,Tennessee,L,Brown,Winter,Yes,Yes,Cash,2025-02-08 17:54:42,2025-02-08 17:54:42
Jewelry,Accessories,79,Tennessee,M,Red,Fall,Yes,Yes,Venmo,2025-02-26 21:10:24,2025-02-26 21:10:24
Shorts,Clothing,67,Tennessee,XL,Peach,Summer,Yes,Yes,Bank Transfer,2025-04-02 20:09:09,2025-04-02 20:09:09
Blouse,Clothing,32,Tennessee,M,Charcoal,Winter,Yes,Yes,Cash,2025-02-01 08:42:50,2025-02-01 08:42:50
Jewelry,Accessories,91,Tennessee,L,Yellow,Fall,Yes,Yes,Credit Card,2025-04-06 10:02:47,2025-04-06 10:02:47
Shirt,Clothing,80,Tennessee,XL,Blue,Winter,No,No,Venmo,2025-04-17 13:33:10,2025-04-17 13:33:10
Sneakers,Footwear,28,Tennessee,L,Gold,Spring,No,No,PayPal,2025-03-12 03:51:38,2025-03-12 03:51:38
Scarf,Accessories,58,Tennessee,M,Beige,Spring,Yes,Yes,Bank Transfer,2025-03-10 10:53:43,2025-03-10 10:53:43
Gloves,Accessories,50,Tennessee,M,Green,Fall,No,No,Debit Card,2025-02-24 10:23:30,2025-02-24 10:23:30
Shirt,Clothing,49,Tennessee,L,Cyan,Spring,No,No,Cash,2025-01-30 20:05:03,2025-01-30 20:05:03
Sandals,Footwear,59,Tennessee,M,Blue,Fall,Yes,Yes,Cash,2025-02-16 03:24:23,2025-02-16 03:24:23
Hoodie,Clothing,42,Tennessee,S,Purple,Summer,Yes,Yes,Credit Card,2025-04-28 12:42:13,2025-04-28 12:42:13
Hat,Accessories,27,Tennessee,M,Magenta,Fall,No,No,Cash,2025-04-18 09:38:52,2025-04-18 09:38:52
Dress,Clothing,45,Tennessee,M,Orange,Summer,No,No,Venmo,2025-02-23 08:33:38,2025-02-23 08:33:38
Belt,Accessories,30,Tennessee,M,Maroon,Winter,No,No,Venmo,2025-04-27 01:54:39,2025-04-27 01:54:39
Scarf,Accessories,54,Tennessee,L,Blue,Winter,No,No,Debit Card,2025-03-04 11:04:07,2025-03-04 11:04:07
Sweater,Clothing,68,Tennessee,L,Cyan,Fall,Yes,Yes,Credit Card,2025-02-26 03:39:50,2025-02-26 03:39:50
T-shirt,Clothing,22,Tennessee,L,Brown,Winter,No,No,Cash,2025-02-13 03:05:20,2025-02-13 03:05:20
Skirt,Clothing,59,Tennessee,XL,Gray,Winter,Yes,Yes,PayPal,2025-04-21 11:45:19,2025-04-21 11:45:19
Backpack,Accessories,86,Tennessee,XL,Olive,Fall,No,No,Credit Card,2025-04-29 04:05:38,2025-04-29 04:05:38
Scarf,Accessories,58,Tennessee,M,Silver,Spring,No,No,Venmo,2025-02-28 20:03:30,2025-02-28 20:03:30
Gloves,Accessories,21,Tennessee,M,Magenta,Fall,No,No,Credit Card,2025-04-03 15:53:00,2025-04-03 15:53:00
Sunglasses,Accessories,64,Tennessee,L,Gold,Summer,No,No,Venmo,2025-03-01 13:05:50,2025-03-01 13:05:50
Sneakers,Footwear,31,Tennessee,L,Brown,Spring,Yes,Yes,Venmo,2025-02-08 19:51:07,2025-02-08 19:51:07
T-shirt,Clothing,58,Tennessee,XL,Peach,Fall,Yes,Yes,Cash,2025-03-06 16:59:59,2025-03-06 16:59:59
Dress,Clothing,55,Tennessee,M,Indigo,Spring,No,No,Bank Transfer,2025-03-21 00:01:00,2025-03-21 00:01:00
Blouse,Clothing,89,Tennessee,M,Brown,Fall,Yes,Yes,Venmo,2025-02-10 10:46:13,2025-02-10 10:46:13
Socks,Clothing,60,Tennessee,M,Purple,Fall,No,No,Debit Card,2025-04-13 23:49:41,2025-04-13 23:49:41
Socks,Clothing,38,Tennessee,L,Blue,Spring,No,No,PayPal,2025-03-16 02:59:03,2025-03-16 02:59:03
Skirt,Clothing,73,Tennessee,S,White,Winter,No,No,Debit Card,2025-02-20 11:12:36,2025-02-20 11:12:36
Scarf,Accessories,64,Tennessee,L,Green,Summer,No,No,Venmo,2025-03-24 16:56:42,2025-03-24 16:56:42
Belt,Accessories,75,Tennessee,L,Purple,Summer,Yes,Yes,PayPal,2025-04-11 17:49:26,2025-04-11 17:49:26
Skirt,Clothing,29,Tennessee,XL,Beige,Spring,Yes,Yes,Bank Transfer,2025-02-28 20:31:05,2025-02-28 20:31:05
Shirt,Clothing,38,Tennessee,L,Orange,Spring,No,No,Credit Card,2025-04-03 11:39:52,2025-04-03 11:39:52
Coat,Outerwear,51,Tennessee,L,Lavender,Fall,Yes,Yes,Cash,2025-03-09 20:55:30,2025-03-09 20:55:30
T-shirt,Clothing,28,Tennessee,M,Indigo,Winter,No,No,PayPal,2025-04-27 02:33:49,2025-04-27 02:33:49
Belt,Accessories,98,Tennessee,S,Peach,Fall,No,No,Debit Card,2025-04-09 17:38:12,2025-04-09 17:38:12
Sunglasses,Accessories,87,Tennessee,M,Brown,Spring,No,No,Credit Card,2025-03-03 10:32:19,2025-03-03 10:32:19
Backpack,Accessories,34,Tennessee,L,Magenta,Fall,Yes,Yes,PayPal,2025-01-31 23:29:42,2025-01-31 23:29:42
Socks,Clothing,21,Tennessee,M,Maroon,Fall,No,No,PayPal,2025-03-30 12:45:45,2025-03-30 12:45:45
T-shirt,Clothing,93,Tennessee,M,Lavender,Spring,No,No,Debit Card,2025-02-17 04:22:59,2025-02-17 04:22:59
Dress,Clothing,22,Tennessee,M,Teal,Spring,Yes,Yes,Credit Card,2025-02-10 08:18:51,2025-02-10 08:18:51
Skirt,Clothing,57,Tennessee,L,Orange,Fall,No,No,Credit Card,2025-04-24 04:52:57,2025-04-24 04:52:57
Socks,Clothing,86,Tennessee,S,Charcoal,Summer,No,No,PayPal,2025-04-30 08:04:01,2025-04-30 08:04:01
Belt,Accessories,46,Tennessee,M,Indigo,Fall,Yes,Yes,Venmo,2025-02-23 15:52:01,2025-02-23 15:52:01
Sandals,Footwear,68,Tennessee,S,Beige,Spring,Yes,Yes,Venmo,2025-02-26 12:41:43,2025-02-26 12:41:43
Shoes,Footwear,48,Tennessee,M,Gold,Summer,Yes,Yes,Debit Card,2025-02-14 05:23:17,2025-02-14 05:23:17
Skirt,Clothing,45,Tennessee,M,Orange,Fall,No,No,Cash,2025-03-12 13:19:07,2025-03-12 13:19:07
Jacket,Outerwear,44,Tennessee,M,Yellow,Winter,No,No,Venmo,2025-04-18 06:32:01,2025-04-18 06:32:01
Skirt,Clothing,72,Tennessee,XL,Brown,Winter,No,No,Debit Card,2025-04-03 11:43:42,2025-04-03 11:43:42
Sunglasses,Accessories,93,Tennessee,M,Red,Summer,No,No,Bank Transfer,2025-04-16 12:24:25,2025-04-16 12:24:25
Dress,Clothing,89,Tennessee,L,Beige,Summer,No,No,Credit Card,2025-02-19 22:28:08,2025-02-19 22:28:08
Gloves,Accessories,31,Tennessee,L,Black,Spring,No,No,Credit Card,2025-04-06 02:13:54,2025-04-06 02:13:54
Belt,Accessories,32,Tennessee,M,Blue,Summer,No,No,Bank Transfer,2025-04-23 00:16:34,2025-04-23 00:16:34
Jacket,Outerwear,76,Tennessee,XL,Cyan,Spring,Yes,Yes,Venmo,2025-02-24 16:45:16,2025-02-24 16:45:16
Belt,Accessories,33,Tennessee,L,Green,Spring,No,No,Credit Card,2025-04-02 12:17:53,2025-04-02 12:17:53
Shirt,Clothing,71,Tennessee,M,Violet,Fall,No,No,Debit Card,2025-03-07 10:11:47,2025-03-07 10:11:47
